ID,Timestamp,Temperature (°C),Humidity (%),CO2 (ppm),NH3,H2S,CH4
16355,2025-04-03 16:37:25,81.04,60.19,683.0,8.24225,2.57256,0.569951
16352,2025-04-03 16:37:24,80.77,60.25,688.0,8.10019,2.57544,0.53424
16353,2025-04-03 16:37:24,80.91,60.22,687.0,8.26314,2.58483,0.556959
16351,2025-04-03 16:37:23,80.54,60.29,688.0,8.24826,2.61478,0.523584
16350,2025-04-03 16:36:39,80.25,60.43,687.0,8.50126,2.67759,0.508837
16349,2025-04-03 16:35:59,80.07,60.42,687.0,8.67618,2.70777,0.501742
16348,2025-04-03 16:35:54,79.92,60.45,691.0,8.82589,2.738,0.491249
16347,2025-04-03 16:35:48,79.78,60.45,691.0,8.94698,2.76373,0.483886
16346,2025-04-03 16:35:43,79.75,60.42,695.0,9.1039,2.7951,0.476567
16345,2025-04-03 16:35:36,79.69,60.39,695.0,9.21161,2.82266,0.46367
16344,2025-04-03 16:35:32,79.61,60.31,696.0,9.42767,2.85644,0.459958
16343,2025-04-03 16:35:25,79.56,60.36,695.0,9.56858,2.88815,0.446757
16342,2025-04-03 16:35:21,79.51,60.37,696.0,9.73304,2.92459,0.435977
16341,2025-04-03 16:35:14,79.39,60.41,696.0,9.90071,2.95693,0.426722
16340,2025-04-03 16:35:09,79.24,60.44,697.0,10.1236,2.99702,0.417356
16339,2025-04-03 16:35:03,79.11,60.34,697.0,10.5029,3.06465,0.41422
16338,2025-04-03 16:34:58,79.05,60.33,701.0,10.8335,3.11843,0.407181
16337,2025-04-03 16:34:52,78.89,60.34,700.0,11.0435,3.15734,0.388423
16336,2025-04-03 16:34:47,78.75,60.28,703.0,11.4101,3.2089,0.386528
16335,2025-04-03 16:34:40,78.51,60.3,704.0,11.3425,3.19515,0.37762
16334,2025-04-03 16:34:36,78.35,60.29,703.0,11.5588,3.24817,0.372256
16333,2025-04-03 16:34:29,78.18,60.24,704.0,11.8123,3.29513,0.369643
16332,2025-04-03 16:34:25,77.94,60.23,704.0,12.1154,3.3548,0.369489
16331,2025-04-03 16:34:18,77.82,60.07,705.0,12.3569,3.41317,0.368693
16330,2025-04-03 16:34:13,77.75,60.04,705.0,12.6416,3.49231,0.362609
16329,2025-04-03 16:34:07,77.63,59.96,708.0,13.7252,3.71427,0.361726
16328,2025-04-03 16:34:02,77.52,59.9,707.0,15.2548,3.93365,0.372534
16326,2025-04-03 16:33:58,76.85,58.71,707.0,28.257,5.29781,0.395379
16327,2025-04-03 16:33:58,76.89,58.91,708.0,25.9499,5.11643,0.392107
16324,2025-04-03 16:33:57,76.95,57.66,705.0,36.822,5.83033,0.415133
16325,2025-04-03 16:33:57,76.91,58.2,707.0,31.4954,5.58668,0.392911
16323,2025-04-03 16:33:56,76.88,57.34,705.0,42.089,6.03665,0.427975
16322,2025-04-03 16:32:38,77.0,55.82,705.0,75.9359,6.62022,0.5385
16321,2025-04-03 16:32:31,77.12,55.35,704.0,88.5719,6.73423,0.591272
16320,2025-04-03 16:32:27,77.22,54.89,704.0,103.468,6.86197,0.666612
16319,2025-04-03 16:32:21,77.36,54.39,702.0,122.727,7.03775,0.835079
16318,2025-04-03 16:32:17,77.52,53.83,712.0,147.425,7.26911,1.23707
16317,2025-04-03 16:32:11,77.64,53.27,695.0,178.011,7.51388,2.67691
16316,2025-04-03 16:32:07,77.81,52.68,719.0,217.877,7.81534,11.7626
16315,2025-04-03 16:32:06,77.93,52.09,764.0,247.57,7.63574,59.8153
16314,2025-04-03 16:31:56,78.01,51.55,763.0,299.463,6.02009,290.668
